"port","proto","svc","info"
"36294","tcp","unknown",""
"36295","tcp","unknown",""
"36296","tcp","unknown",""
"36297","tcp","unknown",""
"36298","tcp","unknown",""
"36299","tcp","unknown",""
"36300","tcp","unknown",""
"36301","tcp","unknown",""
"36302","tcp","unknown",""
"36303","tcp","unknown",""
"36304","tcp","unknown",""
"36305","tcp","unknown",""
"36306","tcp","unknown",""
"36307","tcp","unknown",""
"36308","tcp","unknown",""
"36309","tcp","unknown",""
"36310","tcp","unknown",""
"36311","tcp","unknown",""
"36312","tcp","unknown",""
"36313","tcp","unknown",""
"36314","tcp","unknown",""
"36315","tcp","unknown",""
"36316","tcp","unknown",""
"36317","tcp","unknown",""
"36318","tcp","unknown",""
"36319","tcp","unknown",""
"36320","tcp","unknown",""
"36321","tcp","unknown",""
"36322","tcp","unknown",""
"36323","tcp","unknown",""
"36324","tcp","unknown",""
"36325","tcp","unknown",""
"36326","tcp","unknown",""
"36327","tcp","unknown",""
"36328","tcp","unknown",""
"36329","tcp","unknown",""
"36330","tcp","unknown",""
"36331","tcp","unknown",""
"36332","tcp","unknown",""
"36333","tcp","unknown",""
"36334","tcp","unknown",""
"36335","tcp","unknown",""
"36336","tcp","unknown",""
"36337","tcp","unknown",""
"36338","tcp","unknown",""
"36339","tcp","unknown",""
"36340","tcp","unknown",""
"36341","tcp","unknown",""
"36342","tcp","unknown",""
"36343","tcp","unknown",""
"36344","tcp","unknown",""
"36345","tcp","unknown",""
"36346","tcp","unknown",""
"36347","tcp","unknown",""
"36348","tcp","unknown",""
"36349","tcp","unknown",""
"36350","tcp","unknown",""
"36351","tcp","unknown",""
"36352","tcp","unknown",""
"36353","tcp","unknown",""
"36354","tcp","unknown",""
"36355","tcp","unknown",""
"36356","tcp","unknown",""
"36357","tcp","unknown",""
"36358","tcp","unknown",""
"36359","tcp","unknown",""
"36360","tcp","unknown",""
"36361","tcp","unknown",""
"36362","tcp","unknown",""
"36363","tcp","unknown",""
"36364","tcp","unknown",""
"36365","tcp","unknown",""
"36366","tcp","unknown",""
"36367","tcp","unknown",""
"36368","tcp","unknown",""
"36369","tcp","unknown",""
"36370","tcp","unknown",""
"36371","tcp","unknown",""
"36372","tcp","unknown",""
"36373","tcp","unknown",""
"36374","tcp","unknown",""
"36375","tcp","unknown",""
"36376","tcp","unknown",""
"36377","tcp","unknown",""
"36378","tcp","unknown",""
"36379","tcp","unknown",""
"36380","tcp","unknown",""
"36381","tcp","unknown",""
"36382","tcp","unknown",""
"36383","tcp","unknown",""
"36384","tcp","unknown",""
"36385","tcp","unknown",""
"36386","tcp","unknown",""
"36387","tcp","unknown",""
"36388","tcp","unknown",""
"36389","tcp","unknown",""
"36390","tcp","unknown",""
"36391","tcp","unknown",""
"36392","tcp","unknown",""
"36393","tcp","unknown",""
"36394","tcp","unknown",""
"36395","tcp","unknown",""
"36396","tcp","unknown",""
"36397","tcp","unknown",""
"36398","tcp","unknown",""
"36399","tcp","unknown",""
"36400","tcp","unknown",""
"36401","tcp","unknown",""
"36402","tcp","unknown",""
"36403","tcp","unknown",""
"36404","tcp","unknown",""
"36405","tcp","unknown",""
"36406","tcp","unknown",""
"36407","tcp","unknown",""
"36408","tcp","unknown",""
"36409","tcp","unknown",""
"36410","tcp","unknown",""
"36411","tcp","wlcp","Wireless LAN Control plane Protocol (WLCP)"
"36412","tcp","unknown",""
"36413","tcp","unknown",""
"36414","tcp","unknown",""
"36415","tcp","unknown",""
"36416","tcp","unknown",""
"36417","tcp","unknown",""
"36418","tcp","unknown",""
"36419","tcp","unknown",""
"36420","tcp","unknown",""
"36421","tcp","unknown",""
"36422","tcp","unknown",""
"36423","tcp","slmap","SLm Interface Application Protocol"
"36424","tcp","nq-ap","Nq and Nq' Application Protocol"
"36425","tcp","unknown",""
"36426","tcp","unknown",""
"36427","tcp","unknown",""
"36428","tcp","unknown",""
"36429","tcp","unknown",""
"36430","tcp","unknown",""
"36431","tcp","unknown",""
"36432","tcp","unknown",""
"36433","tcp","unknown",""
"36434","tcp","unknown",""
"36435","tcp","unknown",""
"36436","tcp","unknown",""
"36437","tcp","unknown",""
"36438","tcp","unknown",""
"36439","tcp","unknown",""
"36440","tcp","unknown",""
"36441","tcp","unknown",""
"36442","tcp","unknown",""
"36443","tcp","m2ap","M2 Application Part"
"36444","tcp","m3ap","M3 Application Part"
"36445","tcp","unknown",""
"36446","tcp","unknown",""
"36447","tcp","unknown",""
"36448","tcp","unknown",""
"36449","tcp","unknown",""
"36450","tcp","unknown",""
"36451","tcp","unknown",""
"36452","tcp","unknown",""
"36453","tcp","unknown",""
"36454","tcp","unknown",""
"36455","tcp","unknown",""
"36456","tcp","unknown",""
"36457","tcp","unknown",""
"36458","tcp","unknown",""
"36459","tcp","unknown",""
"36460","tcp","unknown",""
"36461","tcp","unknown",""
"36462","tcp","xw-control","Xw-Control Plane (3GPP)"
"36463","tcp","unknown",""
"36464","tcp","unknown",""
"36465","tcp","unknown",""
"36466","tcp","unknown",""
"36467","tcp","unknown",""
"36468","tcp","unknown",""
"36469","tcp","unknown",""
"36470","tcp","unknown",""
"36471","tcp","unknown",""
"36472","tcp","unknown",""
"36473","tcp","unknown",""
"36474","tcp","unknown",""
"36475","tcp","unknown",""
"36476","tcp","unknown",""
"36477","tcp","unknown",""
"36478","tcp","unknown",""
"36479","tcp","unknown",""
"36480","tcp","unknown",""
"36481","tcp","unknown",""
"36482","tcp","unknown",""
"36483","tcp","unknown",""
"36484","tcp","unknown",""
"36485","tcp","unknown",""
"36486","tcp","unknown",""
"36487","tcp","unknown",""
"36488","tcp","unknown",""
"36489","tcp","unknown",""
"36490","tcp","unknown",""
"36491","tcp","unknown",""
"36492","tcp","unknown",""
"36493","tcp","unknown",""
"36494","tcp","unknown",""
"36495","tcp","unknown",""
"36496","tcp","unknown",""
"36497","tcp","unknown",""
"36498","tcp","unknown",""
"36499","tcp","unknown",""
"36500","tcp","unknown",""
"36501","tcp","unknown",""
"36502","tcp","unknown",""
"36503","tcp","unknown",""
"36504","tcp","unknown",""
"36505","tcp","unknown",""
"36506","tcp","unknown",""
"36507","tcp","unknown",""
"36508","tcp","unknown",""
"36509","tcp","unknown",""
"36510","tcp","unknown",""
"36511","tcp","unknown",""
"36512","tcp","unknown",""
"36513","tcp","unknown",""
"36514","tcp","unknown",""
"36515","tcp","unknown",""
"36516","tcp","unknown",""
"36517","tcp","unknown",""
"36518","tcp","unknown",""
"36519","tcp","unknown",""
"36520","tcp","unknown",""
"36521","tcp","unknown",""
"36522","tcp","unknown",""
"36523","tcp","unknown",""
"36524","tcp","febooti-aw","Febooti Automation Workshop"
"36525","tcp","unknown",""
"36526","tcp","unknown",""
"36527","tcp","unknown",""
"36528","tcp","unknown",""
"36529","tcp","unknown",""
"36530","tcp","unknown",""
"36531","tcp","unknown",""
"36532","tcp","unknown",""
"36533","tcp","unknown",""
"36534","tcp","unknown",""
"36535","tcp","unknown",""
"36536","tcp","unknown",""
"36537","tcp","unknown",""
"36538","tcp","unknown",""
"36539","tcp","unknown",""
"36540","tcp","unknown",""
"36541","tcp","unknown",""
"36542","tcp","unknown",""
"36543","tcp","unknown",""
"36544","tcp","unknown",""
"36545","tcp","unknown",""
"36546","tcp","unknown",""
"36547","tcp","unknown",""
"36548","tcp","unknown",""
"36549","tcp","unknown",""
"36550","tcp","unknown",""
"36551","tcp","unknown",""
"36552","tcp","unknown",""
"36553","tcp","unknown",""
"36554","tcp","unknown",""
"36555","tcp","unknown",""
"36556","tcp","unknown",""
"36557","tcp","unknown",""
"36558","tcp","unknown",""
"36559","tcp","unknown",""
"36560","tcp","unknown",""
"36561","tcp","unknown",""
"36562","tcp","unknown",""
"36563","tcp","unknown",""
"36564","tcp","unknown",""
"36565","tcp","unknown",""
"36566","tcp","unknown",""
"36567","tcp","unknown",""
"36568","tcp","unknown",""
"36569","tcp","unknown",""
"36570","tcp","unknown",""
"36571","tcp","unknown",""
"36572","tcp","unknown",""
"36573","tcp","unknown",""
"36574","tcp","unknown",""
"36575","tcp","unknown",""
"36576","tcp","unknown",""
"36577","tcp","unknown",""
"36578","tcp","unknown",""
"36579","tcp","unknown",""
"36580","tcp","unknown",""
"36581","tcp","unknown",""
"36582","tcp","unknown",""
"36583","tcp","unknown",""
"36584","tcp","unknown",""
"36585","tcp","unknown",""
"36586","tcp","unknown",""
"36587","tcp","unknown",""
"36588","tcp","unknown",""
"36589","tcp","unknown",""
"36590","tcp","unknown",""
"36591","tcp","unknown",""
"36592","tcp","unknown",""
"36593","tcp","unknown",""
"36594","tcp","unknown",""
"36595","tcp","unknown",""
"36596","tcp","unknown",""
"36597","tcp","unknown",""
"36598","tcp","unknown",""
"36599","tcp","unknown",""
"36600","tcp","unknown",""
"36601","tcp","unknown",""
"36602","tcp","observium-agent","Observium statistics collection agent"
"36603","tcp","unknown",""
"36604","tcp","unknown",""
"36605","tcp","unknown",""
"36606","tcp","unknown",""
"36607","tcp","unknown",""
"36608","tcp","unknown",""
"36609","tcp","unknown",""
"36610","tcp","unknown",""
"36611","tcp","unknown",""
"36612","tcp","unknown",""
"36613","tcp","unknown",""
"36614","tcp","unknown",""
"36615","tcp","unknown",""
"36616","tcp","unknown",""
"36617","tcp","unknown",""
"36618","tcp","unknown",""
"36619","tcp","unknown",""
"36620","tcp","unknown",""
"36621","tcp","unknown",""
"36622","tcp","unknown",""
"36623","tcp","unknown",""
"36624","tcp","unknown",""
"36625","tcp","unknown",""
"36626","tcp","unknown",""
"36627","tcp","unknown",""
"36628","tcp","unknown",""
"36629","tcp","unknown",""
"36630","tcp","unknown",""
"36631","tcp","unknown",""
"36632","tcp","unknown",""
"36633","tcp","unknown",""
"36634","tcp","unknown",""
"36635","tcp","unknown",""
"36636","tcp","unknown",""
"36637","tcp","unknown",""
"36638","tcp","unknown",""
"36639","tcp","unknown",""
"36640","tcp","unknown",""
"36641","tcp","unknown",""
"36642","tcp","unknown",""
"36643","tcp","unknown",""
"36644","tcp","unknown",""
"36645","tcp","unknown",""
"36646","tcp","unknown",""
"36647","tcp","unknown",""
"36648","tcp","unknown",""
"36649","tcp","unknown",""
"36650","tcp","unknown",""
"36651","tcp","unknown",""
"36652","tcp","unknown",""
"36653","tcp","unknown",""
"36654","tcp","unknown",""
"36655","tcp","unknown",""
"36656","tcp","unknown",""
"36657","tcp","unknown",""
"36658","tcp","unknown",""
"36659","tcp","unknown",""
"36660","tcp","unknown",""
"36661","tcp","unknown",""
"36662","tcp","unknown",""
"36663","tcp","unknown",""
"36664","tcp","unknown",""
"36665","tcp","unknown",""
"36666","tcp","unknown",""
"36667","tcp","unknown",""
"36668","tcp","unknown",""
"36669","tcp","unknown",""
"36670","tcp","unknown",""
"36671","tcp","unknown",""
"36672","tcp","unknown",""
"36673","tcp","unknown",""
"36674","tcp","unknown",""
"36675","tcp","unknown",""
"36676","tcp","unknown",""
"36677","tcp","unknown",""
"36678","tcp","unknown",""
"36679","tcp","unknown",""
"36680","tcp","unknown",""
"36681","tcp","unknown",""
"36682","tcp","unknown",""
"36683","tcp","unknown",""
"36684","tcp","unknown",""
"36685","tcp","unknown",""
"36686","tcp","unknown",""
"36687","tcp","unknown",""
"36688","tcp","unknown",""
"36689","tcp","unknown",""
"36690","tcp","unknown",""
"36691","tcp","unknown",""
"36692","tcp","unknown",""
"36693","tcp","unknown",""
"36694","tcp","unknown",""
"36695","tcp","unknown",""
"36696","tcp","unknown",""
"36697","tcp","unknown",""
"36698","tcp","unknown",""
"36699","tcp","unknown",""
"36700","tcp","mapx","MapX communication"
"36701","tcp","unknown",""
"36702","tcp","unknown",""
"36703","tcp","unknown",""
"36704","tcp","unknown",""
"36705","tcp","unknown",""
"36706","tcp","unknown",""
"36707","tcp","unknown",""
"36708","tcp","unknown",""
"36709","tcp","unknown",""
"36710","tcp","unknown",""
"36711","tcp","unknown",""
"36712","tcp","unknown",""
"36713","tcp","unknown",""
"36714","tcp","unknown",""
"36715","tcp","unknown",""
"36716","tcp","unknown",""
"36717","tcp","unknown",""
"36718","tcp","unknown",""
"36719","tcp","unknown",""
"36720","tcp","unknown",""
"36721","tcp","unknown",""
"36722","tcp","unknown",""
"36723","tcp","unknown",""
"36724","tcp","unknown",""
"36725","tcp","unknown",""
"36726","tcp","unknown",""
"36727","tcp","unknown",""
"36728","tcp","unknown",""
"36729","tcp","unknown",""
"36730","tcp","unknown",""
"36731","tcp","unknown",""
"36732","tcp","unknown",""
"36733","tcp","unknown",""
"36734","tcp","unknown",""
"36735","tcp","unknown",""
"36736","tcp","unknown",""
"36737","tcp","unknown",""
"36738","tcp","unknown",""
"36739","tcp","unknown",""
"36740","tcp","unknown",""
"36741","tcp","unknown",""
"36742","tcp","unknown",""
"36743","tcp","unknown",""
"36744","tcp","unknown",""
"36745","tcp","unknown",""
"36746","tcp","unknown",""
"36747","tcp","unknown",""
"36748","tcp","unknown",""
"36749","tcp","unknown",""
"36750","tcp","unknown",""
"36751","tcp","unknown",""
"36752","tcp","unknown",""
"36753","tcp","unknown",""
"36754","tcp","unknown",""
"36755","tcp","unknown",""
"36756","tcp","unknown",""
"36757","tcp","unknown",""
"36758","tcp","unknown",""
"36759","tcp","unknown",""
"36760","tcp","unknown",""
"36761","tcp","unknown",""
"36762","tcp","unknown",""
"36763","tcp","unknown",""
"36764","tcp","unknown",""
"36765","tcp","unknown",""
"36766","tcp","unknown",""
"36767","tcp","unknown",""
"36768","tcp","unknown",""
"36769","tcp","unknown",""
"36770","tcp","unknown",""
"36771","tcp","unknown",""
"36772","tcp","unknown",""
"36773","tcp","unknown",""
"36774","tcp","unknown",""
"36775","tcp","unknown",""
"36776","tcp","unknown",""
"36777","tcp","unknown",""
"36778","tcp","unknown",""
"36779","tcp","unknown",""
"36780","tcp","unknown",""
"36781","tcp","unknown",""
"36782","tcp","unknown",""
"36783","tcp","unknown",""
"36784","tcp","unknown",""
"36785","tcp","unknown",""
"36786","tcp","unknown",""
"36787","tcp","unknown",""
"36788","tcp","unknown",""
"36789","tcp","unknown",""
"36790","tcp","unknown",""
"36791","tcp","unknown",""
"36792","tcp","unknown",""
"36793","tcp","unknown",""
"36794","tcp","unknown",""
"36795","tcp","unknown",""
"36796","tcp","unknown",""
"36797","tcp","unknown",""
"36798","tcp","unknown",""
"36799","tcp","unknown",""
"36800","tcp","unknown",""
"36801","tcp","unknown",""
"36802","tcp","unknown",""
"36803","tcp","unknown",""
"36804","tcp","unknown",""
"36805","tcp","unknown",""
"36806","tcp","unknown",""
"36807","tcp","unknown",""
"36808","tcp","unknown",""
"36809","tcp","unknown",""
"36810","tcp","unknown",""
"36811","tcp","unknown",""
"36812","tcp","unknown",""
"36813","tcp","unknown",""
"36814","tcp","unknown",""
"36815","tcp","unknown",""
"36816","tcp","unknown",""
"36817","tcp","unknown",""
"36818","tcp","unknown",""
"36819","tcp","unknown",""
"36820","tcp","unknown",""
"36821","tcp","unknown",""
"36822","tcp","unknown",""
"36823","tcp","unknown",""
"36824","tcp","unknown",""
"36825","tcp","unknown",""
"36826","tcp","unknown",""
"36827","tcp","unknown",""
"36828","tcp","unknown",""
"36829","tcp","unknown",""
"36830","tcp","unknown",""
"36831","tcp","unknown",""
"36832","tcp","unknown",""
"36833","tcp","unknown",""
"36834","tcp","unknown",""
"36835","tcp","unknown",""
"36836","tcp","unknown",""
"36837","tcp","unknown",""
"36838","tcp","unknown",""
"36839","tcp","unknown",""
"36840","tcp","unknown",""
"36841","tcp","unknown",""
"36842","tcp","unknown",""
"36843","tcp","unknown",""
"36844","tcp","unknown",""
"36845","tcp","unknown",""
"36846","tcp","unknown",""
"36847","tcp","unknown",""
"36848","tcp","unknown",""
"36849","tcp","unknown",""
"36850","tcp","unknown",""
"36851","tcp","unknown",""
"36852","tcp","unknown",""
"36853","tcp","unknown",""
"36854","tcp","unknown",""
"36855","tcp","unknown",""
"36856","tcp","unknown",""
"36857","tcp","unknown",""
"36858","tcp","unknown",""
"36859","tcp","unknown",""
"36860","tcp","unknown",""
"36861","tcp","unknown",""
"36862","tcp","unknown",""
"36863","tcp","unknown",""
"36864","tcp","unknown",""
"36865","tcp","kastenxpipe","KastenX Pipe"
"36866","tcp","unknown",""
"36867","tcp","unknown",""
"36868","tcp","unknown",""
"36869","tcp","unknown",""
"36870","tcp","unknown",""
"36871","tcp","unknown",""
"36872","tcp","unknown",""
"36873","tcp","unknown",""
"36874","tcp","unknown",""
"36875","tcp","unknown",""
"36876","tcp","unknown",""
"36877","tcp","unknown",""
"36878","tcp","unknown",""
"36879","tcp","unknown",""
"36880","tcp","unknown",""
"36881","tcp","unknown",""
"36882","tcp","unknown",""
"36883","tcp","unknown",""
"36884","tcp","unknown",""
"36885","tcp","unknown",""
"36886","tcp","unknown",""
"36887","tcp","unknown",""
"36888","tcp","unknown",""
"36889","tcp","unknown",""
"36890","tcp","unknown",""
"36891","tcp","unknown",""
"36892","tcp","unknown",""
"36893","tcp","unknown",""
"36894","tcp","unknown",""
"36895","tcp","unknown",""
"36896","tcp","unknown",""
"36897","tcp","unknown",""
"36898","tcp","unknown",""
"36899","tcp","unknown",""
"36900","tcp","unknown",""
"36901","tcp","unknown",""
"36902","tcp","unknown",""
"36903","tcp","unknown",""
"36904","tcp","unknown",""
"36905","tcp","unknown",""
"36906","tcp","unknown",""
"36907","tcp","unknown",""
"36908","tcp","unknown",""
"36909","tcp","unknown",""
"36910","tcp","unknown",""
"36911","tcp","unknown",""
"36912","tcp","unknown",""
"36913","tcp","unknown",""
"36914","tcp","unknown",""
"36915","tcp","unknown",""
"36916","tcp","unknown",""
"36917","tcp","unknown",""
"36918","tcp","unknown",""
"36919","tcp","unknown",""
"36920","tcp","unknown",""
"36921","tcp","unknown",""
"36922","tcp","unknown",""
"36923","tcp","unknown",""
"36924","tcp","unknown",""
"36925","tcp","unknown",""
"36926","tcp","unknown",""
"36927","tcp","unknown",""
"36928","tcp","unknown",""
"36929","tcp","unknown",""
"36930","tcp","unknown",""
"36931","tcp","unknown",""
"36932","tcp","unknown",""
"36933","tcp","unknown",""
"36934","tcp","unknown",""
"36935","tcp","unknown",""
"36936","tcp","unknown",""
"36937","tcp","unknown",""
"36938","tcp","unknown",""
"36939","tcp","unknown",""
"36940","tcp","unknown",""
"36941","tcp","unknown",""
"36942","tcp","unknown",""
"36943","tcp","unknown",""
"36944","tcp","unknown",""
"36945","tcp","unknown",""
"36946","tcp","unknown",""
"36947","tcp","unknown",""
"36948","tcp","unknown",""
"36949","tcp","unknown",""
"36950","tcp","unknown",""
"36951","tcp","unknown",""
"36952","tcp","unknown",""
